grad,opstina,kvart,kvadratura,broj_soba,spratnost,stanje,grejanje,cena,lift,podrum,terasa
Beograd,Zvezdara opština,Lion,84,3.5 soba,4/6 spratova,,Centralno grejanje,250000,Da,,Da
Beograd,Vračar,Južni Bulevar,112,4 sobe,6/7 spratova,,Centralno grejanje,325000,,,Da
Beograd,Voždovac opština,Braće Jerković,73,3 sobe,1/4 sprata,,Etažno grejanje,222000,,,Da
Beograd,Novi Beograd,Blok 45,67,2.5 soba,3/9 spratova,,Centralno grejanje,160000,Da,,Da
Beograd,Zvezdara opština,Mirijevo,54,2 sobe,Prizemlje/4 sprata,,Centralno grejanje,102000,Da,,Da
Beograd,Novi Beograd,Blok 22,77,3 sobe,2. sprat,,Centralno grejanje,288000,,,Da
Beograd,Voždovac opština,Braće Jerković,125,3 sobe,Prizemlje/2 sprata,,Etažno grejanje,240000,,,
Beograd,Rakovica opština,Petlovo Brdo,45,2 sobe,Visoko prizemlje/4 sprata,,Etažno grejanje,69000,,,Da
Beograd,Zemun opština,Zemun,114,4 sobe,6/6 spratova,,Etažno grejanje,344220,Da,,Da
Beograd,Zemun opština,Zemun,41,2 sobe,2/6 spratova,,Etažno grejanje,108810,,,
Beograd,Zemun opština,Zemun,75,3 sobe,1/6 spratova,,Etažno grejanje,196460,,,
Beograd,Grocka opština,Kaluđerica,75,3 sobe,2/5 spratova,,,99500,,,Da
Beograd,Rakovica opština,Vidikovac,76,3 sobe,Prizemlje/3 sprata,,Etažno grejanje,150000,,,Da
Beograd,Rakovica opština,Vidikovac,45,1.5 soba,Prizemlje/3 sprata,,Etažno grejanje,70000,,,Da
Beograd,Zemun opština,Zemun,70,3 sobe,2/6 spratova,,Etažno grejanje,184350,Da,,
Beograd,Zemun opština,Zemun,36,2 sobe,2/6 spratova,,Etažno grejanje,95900,,,
Beograd,Zemun opština,Zemun,41,2 sobe,3/6 spratova,,Etažno grejanje,108810,Da,,
Beograd,Zemun opština,Zemun,60,3 sobe,3/6 spratova,,Etažno grejanje,158400,Da,,
Beograd,Zemun opština,Zemun,41,2 sobe,5/6 spratova,,Etažno grejanje,108810,Da,,
Beograd,Zemun opština,Zemun,60,3 sobe,5/6 spratova,,Etažno grejanje,158400,Da,,
Beograd,Zemun opština,Zemun,70,3 sobe,4/6 spratova,,Etažno grejanje,184350,Da,,
Beograd,Zemun opština,Zemun,36,2 sobe,4/6 spratova,,Etažno grejanje,95900,Da,,
Beograd,Zemun opština,Zemun,43,2 sobe,4/6 spratova,,Etažno grejanje,112650,Da,,
Beograd,Palilula opština,Karaburma,51,2.5 soba,11/11 spratova,,Centralno grejanje,102000,Da,,Da
Beograd,Vračar,Kalenić,158,4 sobe,4/5 spratova,,Centralno grejanje,724456,,,
Beograd,Zemun opština,Zemun,41,2 sobe,4/6 spratova,,Etažno grejanje,108810,Da,,
Beograd,Zemun opština,Zemun,60,3 sobe,4/6 spratova,,Etažno grejanje,158400,Da,,
Beograd,Zemun opština,Zemun,70,3 sobe,3/6 spratova,,Etažno grejanje,184350,Da,,
Beograd,Zemun opština,Zemun,36,2 sobe,3/6 spratova,,Etažno grejanje,95900,Da,,
Beograd,Zemun opština,Zemun,43,2 sobe,3/6 spratova,,Etažno grejanje,112650,Da,,
Beograd,Zemun opština,Zemun,41,1.5 soba,1/6 spratova,,Etažno grejanje,109000,Da,,
Beograd,Zemun opština,Zemun,66,3 sobe,6/6 spratova,,Etažno grejanje,198000,Da,,
Beograd,Zemun opština,Zemun,83,3 sobe,6/6 spratova,,Etažno grejanje,250560,Da,,
Beograd,Zemun opština,Zemun,70,3 sobe,5/6 spratova,,Etažno grejanje,184350,Da,,
Beograd,Zemun opština,Zemun,36,2 sobe,5/6 spratova,,Etažno grejanje,95900,Da,,
Beograd,Zemun opština,Zemun,43,2 sobe,5/6 spratova,,Etažno grejanje,112650,Da,,
Beograd,Voždovac opština,Voždovac,75,3 sobe,2/4 sprata,Renovirano,Centralno grejanje,175000,,,
Beograd,Rakovica opština,Miljakovac,28,1 soba,1/4 sprata,,Centralno grejanje,75000,,,
Beograd,Vračar,Južni Bulevar,22,Garsonjera,5/12 spratova,,Centralno grejanje,79990,Da,,
Beograd,Zvezdara opština,Đeram,157,4 sobe,5/6 spratova,,Centralno grejanje,385000,Da,,Da
Beograd,Palilula opština,Karaburma,46,2 sobe,Visoko prizemlje/3 sprata,,Grejanje na struju,115000,,,
Beograd,Savski Venac,Dedinje,54,2 sobe,3/4 sprata,,Grejanje na struju,122000,,,Da
Beograd,Čukarica opština,Čukarica,137,4 sobe,4/4 sprata,,Grejanje na gas,421960,Da,,Da
Beograd,Čukarica opština,Čukarica,68,3 sobe,Prizemlje/4 sprata,,Grejanje na gas,210860,Da,,Da
Beograd,Čukarica opština,Čukarica,66,3 sobe,Prizemlje/4 sprata,,Grejanje na gas,204080,Da,,
Beograd,Rakovica opština,Labudovo Brdo,94,3 sobe,1/2 sprata,,Etažno grejanje,145000,,,
Beograd,Rakovica opština,Rakovica,34,1 soba,2/2 sprata,Renovirano,Centralno grejanje,67000,,,
Beograd,Čukarica opština,Čukarica,60,3 sobe,1/4 sprata,,Grejanje na gas,187000,Da,,
Beograd,Čukarica opština,Čukarica,132,4 sobe,4/4 sprata,,Grejanje na gas,406740,Da,,
Beograd,Čukarica opština,Čukarica,60,3 sobe,3/4 sprata,,Grejanje na gas,185790,Da,,
Beograd,Čukarica opština,Čukarica,66,3 sobe,2/4 sprata,,Grejanje na gas,204080,Da,,
Beograd,Čukarica opština,Čukarica,60,3 sobe,2/4 sprata,,Grejanje na gas,185790,Da,,
Beograd,Čukarica opština,Čukarica,66,3 sobe,1/4 sprata,,Grejanje na gas,204080,Da,,
Beograd,Čukarica opština,Čukarica,127,4 sobe,1/2 sprata,,Grejanje na gas,270000,,,Da
Beograd,Čukarica opština,Čukarica,98,3.5 soba,4/6 spratova,,,302856,,,
Beograd,Čukarica opština,Čukarica,245,6.5 soba,3/4 sprata,,Grejanje na gas,730000,,,Da
Beograd,Voždovac opština,Voždovac,92,3 sobe,5/7 spratova,,Centralno grejanje,255172,Da,,
Beograd,Voždovac opština,Voždovac,92,3 sobe,6/7 spratova,,Centralno grejanje,253962,Da,,
Beograd,Rakovica opština,Petlovo Brdo,125,3 sobe,2/3 sprata,,Grejanje na gas,198000,,,Da
Beograd,Čukarica opština,Čukarica,120,3 sobe,5/5 spratova,,Centralno grejanje,315000,,,
Beograd,Voždovac opština,Braće Jerković,46,2 sobe,3/5 spratova,,Etažno grejanje,139000,Da,,
Beograd,Palilula opština,Karaburma,62,3.5 soba,2/5 spratova,,Grejanje na struju,170500,Da,,Da
Beograd,Zemun opština,Zemun,53,2 sobe,1/2 sprata,,,107100,,,
Beograd,Zemun opština,Zemun,45,1.5 soba,Prizemlje/2 sprata,,,90460,,,
Beograd,Zemun opština,Zemun,53,2 sobe,Prizemlje/2 sprata,,,107640,,,
Beograd,Zemun opština,Zemun,,,,,,114500,,,
Beograd,Zemun opština,Zemun,55,2.5 soba,1/2 sprata,,,110560,,,
Beograd,Savski Venac,Dedinje,61,2 sobe,8/10 spratova,,Centralno grejanje,215000,Da,,
Beograd,Voždovac opština,Braće Jerković,73,3 sobe,1/4 sprata,,Etažno grejanje,222000,,,Da
Beograd,Zemun opština,Zemun,59,2.5 soba,1/2 sprata,,,119640,,,
Beograd,Zemun opština,Zemun,,,,,,67360,,,
Beograd,Rakovica opština,Miljakovac,,,,,Etažno grejanje,299000,,,Da
Beograd,Zemun opština,Zemun,,,,,,97200,,,
Beograd,Zemun opština,Zemun,65,3 sobe,3/4 sprata,,,126750,,,Da
Beograd,Zemun opština,Zemun,55,3 sobe,3/4 sprata,,,107250,,,Da
Beograd,Zemun opština,Zemun,66,1.5 soba,1/2 sprata,,Grejanje na struju,198000,,,Da
Beograd,Savski Venac,Dedinje,58,2.5 soba,2/4 sprata,,,155000,,,
Beograd,Voždovac opština,Autokomanda,72,3 sobe,3/8 spratova,,Centralno grejanje,267000,Da,,Da
Beograd,Zvezdara opština,Kluz,24,Garsonjera,5/5 spratova,,Centralno grejanje,85000,Da,,Da
Beograd,Čukarica opština,Čukarica,67,2.5 soba,Prizemlje/4 sprata,,Centralno grejanje,123600,,,Da
Beograd,Novi Beograd,Blok 23,85,4 sobe,2/12 spratova,,Centralno grejanje,265000,Da,,Da
Beograd,Zvezdara opština,Đeram,98,3 sobe,5/5 spratova,,Etažno grejanje,315296,Da,,
Beograd,Zvezdara opština,Đeram,73,3.5 soba,3/5 spratova,,Etažno grejanje,235264,Da,,
Beograd,Voždovac opština,Lekino Brdo,84,2 sobe,Suteren/3 sprata,,Grejanje na struju,169000,,,Da
Beograd,Čukarica opština,Čukarica,60,2.5 soba,Prizemlje/3 sprata,,Etažno grejanje,188100,,,
Beograd,Čukarica opština,Čukarica,60,2.5 soba,1/3 sprata,,Etažno grejanje,188100,,,
Beograd,Novi Beograd,Hotel YU,67,2 sobe,1/4 sprata,,Centralno grejanje,201000,,,
Beograd,Zvezdara opština,Vukov Spomenik,50,2 sobe,Visoko prizemlje/6 spratova,Renovirano,Etažno grejanje,122500,,,
Beograd,Zvezdara opština,Učiteljsko Naselje,84,3.5 soba,Prizemlje/3 sprata,,Etažno grejanje,245000,Da,,Da
Beograd,Novi Beograd,Blok 65 - WEST 65,93,3 sobe,8/9 spratova,,Centralno grejanje,415000,,,
Beograd,Čukarica opština,Čukarica,39,1.5 soba,5/5 spratova,,Centralno grejanje,96000,,,Da
Beograd,Zvezdara opština,Učiteljsko Naselje,119,4.5 soba,3/3 sprata,,Etažno grejanje,280000,Da,,Da
Beograd,Zvezdara opština,Učiteljsko Naselje,90,3.5 soba,3/3 sprata,,Etažno grejanje,225000,Da,,Da
Beograd,Zvezdara opština,Učiteljsko Naselje,70,3.5 soba,2/3 sprata,,Etažno grejanje,175000,Da,,Da
Beograd,Zvezdara opština,Kluz,71,2.5 soba,6/7 spratova,,Centralno grejanje,167500,Da,,Da
Beograd,Zvezdara opština,Cvetkova Pijaca,143,4 sobe,7/7 spratova,,,474300,,,Da
Beograd,Čukarica opština,Čukarica,62,2 sobe,10/13 spratova,,Centralno grejanje,219000,Da,,Da
Beograd,Zvezdara opština,Vukov Spomenik,132,4 sobe,2/3 sprata,,Centralno grejanje,450000,,,Da
Beograd,Rakovica opština,Kanarevo Brdo,73,3.5 soba,Prizemlje/7 spratova,,Etažno grejanje,150000,,,Da
Beograd,Savski Venac,Dedinje,155,4 sobe,3/3 sprata,,Grejanje na gas,530000,,,Da
Beograd,Palilula opština,Kovilovo,116,1 soba,Prizemlje/1 sprat,,Grejanje na struju,60000,,,
Beograd,Voždovac opština,Autokomanda,41,1 soba,2/6 spratova,,Grejanje na gas,105000,Da,,Da
Beograd,Zemun opština,Zemun,70,3 sobe,Prizemlje/5 spratova,,Grejanje na struju,165000,,,
Beograd,Voždovac opština,Lekino Brdo,62,2 sobe,1/4 sprata,,Centralno grejanje,171000,,,Da
Beograd,Zemun opština,Zemun,44,2.5 soba,2/2 sprata,,Grejanje na struju,85000,,,
Beograd,Novi Beograd,Blok 45,67,2.5 soba,3/9 spratova,,Centralno grejanje,160000,Da,,
Beograd,Savski Venac,Dedinje,630,4 sobe,3/4 sprata,,Centralno grejanje,1750000,,,
Beograd,Voždovac opština,Stepa Stepanović,66,2.5 soba,Prizemlje/7 spratova,,Centralno grejanje,169000,Da,,Da
Beograd,Savski Venac,Beograđanka,76,3 sobe,1/5 spratova,,Centralno grejanje,284000,,,
Beograd,Vračar,Kalenić,36,1 soba,3/3 sprata,,Grejanje na struju,118000,,,Da
Beograd,Palilula opština,Karaburma,51,2.5 soba,11/11 spratova,,Centralno grejanje,102000,Da,,Da
Beograd,Zemun opština,Zemun,189,5 soba,2/2 sprata,,Grejanje na gas,450000,,,Da
Beograd,Voždovac opština,Medaković,93,3 sobe,Visoko prizemlje/10 spratova,,Centralno grejanje,199000,,,Da
Beograd,Voždovac opština,Braće Jerković,42,2 sobe,Visoko prizemlje,,Etažno grejanje,95000,,,Da
Beograd,Rakovica opština,Petlovo Brdo,49,1 soba,3/5 spratova,,Centralno grejanje,92000,,,Da
Beograd,Zemun opština,Zemun,49,2.5 soba,Visoko prizemlje/2 sprata,,Grejanje na struju,100000,,,
Beograd,Zvezdara opština,Gradska Bolnica,83,2.5 soba,4/4 sprata,,Centralno grejanje,235000,,,Da
Beograd,Savski Venac,Beograd na vodi,122,4 sobe,8/9 spratova,,Centralno grejanje,470888,,,
Beograd,Zvezdara opština,Kluz,79,3 sobe,2/3 sprata,,Grejanje na struju,159000,,,Da
Beograd,Novi Beograd,Blok 29,126,4 sobe,3/6 spratova,,Centralno grejanje,395000,,,
Beograd,Voždovac opština,Voždovac,66,2.5 soba,5/7 spratova,,Centralno grejanje,170000,,,Da
Beograd,Zvezdara opština,Mirijevo,51,3 sobe,Visoko prizemlje/8 spratova,,Centralno grejanje,120000,,,
Beograd,Stari Grad opština,Dorćol,79,3 sobe,4/5 spratova,,Centralno grejanje,319000,Da,,Da
Beograd,Savski Venac,Beograd na vodi,54,2 sobe,5/15 spratova,,Centralno grejanje,270000,,,Da
Beograd,Čukarica opština,Čukarica,47,2.5 soba,5/5 spratova,,Etažno grejanje,95000,Da,,
Beograd,Vračar,Crveni Krst Vračar,60,2 sobe,1/6 spratova,,Centralno grejanje,200000,,,
Beograd,Zemun opština,Zemun,61,2 sobe,3/4 sprata,,Centralno grejanje,99900,Da,,
Beograd,Voždovac opština,Autokomanda,90,4 sobe,3/4 sprata,,Grejanje na gas,179000,,,Da
Beograd,Vračar,Kalenić,40,1.5 soba,3/11 spratova,,Centralno grejanje,172000,Da,,Da
Beograd,Zemun opština,Zemun,32,1.5 soba,2/3 sprata,,Grejanje na struju,60000,,,Da
Beograd,Savski Venac,Dedinje,96,4 sobe,1/3 sprata,,,500000,Da,,Da
Beograd,Voždovac opština,Šumice,63,2.5 soba,6/18 spratova,,Centralno grejanje,155000,Da,,Da
Beograd,Čukarica opština,Čukarica,52,2 sobe,1/4 sprata,,,168800,Da,,
Beograd,Zvezdara opština,Cvetkova Pijaca,96,4 sobe,3/4 sprata,,Etažno grejanje,269920,Da,,
Beograd,Čukarica opština,Čukarica,46,2 sobe,1/1 sprat,,Grejanje na struju,115000,,,
Beograd,Čukarica opština,Čukarica,66,3 sobe,Visoko prizemlje/2 sprata,,Grejanje na struju,149000,,,Da
Beograd,Palilula opština,Višnjička Banja,66,3 sobe,Prizemlje/1 sprat,Renovirano,Etažno grejanje,89900,,,Da
Beograd,Grocka opština,Kaluđerica,37,1 soba,Prizemlje/3 sprata,,,53186,,,
Beograd,Grocka opština,Kaluđerica,48,1 soba,Prizemlje/3 sprata,,,68054,,,
Beograd,Voždovac opština,Medaković,94,4 sobe,6/8 spratova,,Centralno grejanje,250000,Da,,
Beograd,Grocka opština,Kaluđerica,47,1.5 soba,1/3 sprata,,,65996,,,
Beograd,Grocka opština,Kaluđerica,65,3 sobe,1/3 sprata,,,91266,,,
Beograd,Grocka opština,Kaluđerica,59,2.5 soba,1/3 sprata,,,83342,,,
Beograd,Grocka opština,Kaluđerica,47,1.5 soba,2/3 sprata,,,65996,,,
Beograd,Grocka opština,Kaluđerica,50,1.5 soba,1/3 sprata,,,70700,,,
Beograd,Grocka opština,Kaluđerica,46,1.5 soba,2/3 sprata,,,65492,,,
Beograd,Grocka opština,Kaluđerica,47,1.5 soba,3/3 sprata,,,66486,,,
Beograd,Grocka opština,Kaluđerica,50,1.5 soba,3/3 sprata,,,70672,,,
Beograd,Grocka opština,Kaluđerica,46,1.5 soba,3/3 sprata,,,64806,,,
Beograd,Grocka opština,Kaluđerica,51,2 sobe,3/3 sprata,,,71554,,,
Beograd,Grocka opština,Kaluđerica,50,1.5 soba,2/3 sprata,,,70700,,,
Beograd,Grocka opština,Kaluđerica,65,3 sobe,2/3 sprata,,,91266,,,
Beograd,Grocka opština,Kaluđerica,52,2 sobe,2/3 sprata,,,73654,,,
Beograd,Voždovac opština,Lekino Brdo,48,2 sobe,2. sprat,,Centralno grejanje,142000,,,Da
Beograd,Zvezdara opština,Đeram,68,3 sobe,5/7 spratova,,Etažno grejanje,250000,,,Da
Beograd,Grocka opština,Kaluđerica,65,3 sobe,3/3 sprata,,,91266,,,
Beograd,Grocka opština,Kaluđerica,59,2.5 soba,2/3 sprata,,,83342,,,
Beograd,Grocka opština,Kaluđerica,51,2 sobe,3/3 sprata,,,72436,,,
Beograd,Čukarica opština,Čukarica,90,3 sobe,2/8 spratova,,Centralno grejanje,350000,Da,,
Beograd,Mladenovac opština,Mladenovac centar,134,3 sobe,4/5 spratova,,Grejanje na gas,134000,,,
Beograd,Novi Beograd,Bežanijska kosa,90,3 sobe,5/7 spratova,,Centralno grejanje,250000,Da,,
Beograd,Zemun opština,Batajnica,92,4 sobe,2/2 sprata,,Grejanje na gas,128900,,,Da
Beograd,Zvezdara opština,Mirijevo,54,2.5 soba,Visoko prizemlje/8 spratova,,Centralno grejanje,115000,Da,,
Beograd,Vračar,Kalenić,113,4 sobe,2/5 spratova,,Centralno grejanje,480000,,,Da
Beograd,Zvezdara opština,Mirijevo,70,2.5 soba,2/3 sprata,,Etažno grejanje,147000,,,
Beograd,Novi Beograd,Blok 23,70,3 sobe,9/11 spratova,,Centralno grejanje,185000,Da,,Da
Beograd,Zvezdara opština,Mirijevo,62,2 sobe,1/3 sprata,,Grejanje na struju,135000,,,Da
Beograd,Zvezdara opština,Mirijevo,66,2 sobe,3/3 sprata,,Grejanje na struju,130000,,,Da
Beograd,Voždovac opština,Šumice,74,3 sobe,5/7 spratova,,Centralno grejanje,200800,Da,,Da
Beograd,Vračar,Kalenić,48,2 sobe,Suteren/4 sprata,,Etažno grejanje,125000,,,
Beograd,Voždovac opština,Lekino Brdo,80,4 sobe,1/3 sprata,,Etažno grejanje,225000,,,Da
Beograd,Palilula opština,Palilula,69,2.5 soba,Prizemlje/14 spratova,,Centralno grejanje,171000,Da,,
Beograd,Zemun opština,Zemun,49,2.5 soba,2/2 sprata,Renovirano,Etažno grejanje,158000,,,
Beograd,Čukarica opština,Čukarica,87,4 sobe,5/5 spratova,,Centralno grejanje,217000,Da,,Da
Beograd,Vračar,Neimar,58,2 sobe,3/4 sprata,,Etažno grejanje,195000,,,Da
Beograd,Zvezdara opština,Đeram,68,3 sobe,5/7 spratova,,Etažno grejanje,250000,,,Da
Beograd,Savski Venac,Dedinje,96,3 sobe,5/6 spratova,,Etažno grejanje,205000,,,
Beograd,Zvezdara opština,Mirijevo,54,2.5 soba,Visoko prizemlje/8 spratova,,Centralno grejanje,120000,Da,,Da
Beograd,Zvezdara opština,Kluz,27,Garsonjera,2/4 sprata,,Etažno grejanje,120000,,,Da
Beograd,Palilula opština,Botanička Bašta,92,4 sobe,Visoko prizemlje/2 sprata,,Centralno grejanje,358000,,,
Beograd,Palilula opština,Botanička Bašta,61,2 sobe,Nisko prizemlje/2 sprata,,Etažno grejanje,150000,,,
Beograd,Palilula opština,Botanička Bašta,37,1.5 soba,Suteren/1 sprat,,Etažno grejanje,70000,,,
Beograd,Vračar,Crveni Krst Vračar,37,1.5 soba,Visoko prizemlje/1 sprat,,Etažno grejanje,130000,,,
Beograd,Zvezdara opština,Učiteljsko Naselje,81,2.5 soba,1/4 sprata,,Etažno grejanje,183300,Da,,
Beograd,Voždovac opština,Lekino Brdo,41,1.5 soba,3/3 sprata,,Etažno grejanje,126700,Da,,Da
Beograd,Voždovac opština,Lekino Brdo,62,3.5 soba,3/3 sprata,,Etažno grejanje,190700,,,
Beograd,Voždovac opština,Lekino Brdo,53,2.5 soba,1/3 sprata,,Etažno grejanje,158950,Da,,Da
Beograd,Voždovac opština,Lekino Brdo,39,1.5 soba,Prizemlje/3 sprata,,Etažno grejanje,119340,Da,,Da
Beograd,Voždovac opština,Lekino Brdo,54,2.5 soba,Prizemlje/3 sprata,,Etažno grejanje,160500,,,
Beograd,Zemun opština,Zemun,60,2.5 soba,1/4 sprata,,Centralno grejanje,123000,,,
Beograd,Čukarica opština,Čukarica,88,3 sobe,1/2 sprata,,Centralno grejanje,161000,,,
Beograd,Rakovica opština,Labudovo Brdo,100,3.5 soba,2/12 spratova,Renovirano,Centralno grejanje,190000,Da,,Da
Beograd,Zvezdara opština,Mirijevo,56,1.5 soba,3/3 sprata,,Etažno grejanje,107000,,,
Beograd,Zemun opština,Zemun,39,1 soba,1/9 spratova,,Centralno grejanje,104999,Da,,
Beograd,Zvezdara opština,Mirijevo,33,1.5 soba,1/4 sprata,,Etažno grejanje,80000,,,Da
Beograd,Zvezdara opština,Učiteljsko Naselje,61,2.5 soba,3/4 sprata,,Etažno grejanje,178350,,,
Beograd,Čukarica opština,Čukarica,77,3 sobe,3/6 spratova,,Centralno grejanje,195000,,,Da
Beograd,Palilula opština,Palilula,100,3.5 soba,7/7 spratova,,Centralno grejanje,260500,Da,,Da
Beograd,Vračar,Kalenić,109,5 soba,3/5 spratova,Renovirano,Centralno grejanje,375000,Da,,Da
Beograd,Zvezdara opština,Učiteljsko Naselje,60,2.5 soba,Visoko prizemlje/4 sprata,,Etažno grejanje,200000,,,Da
Beograd,Zvezdara opština,Učiteljsko Naselje,77,3 sobe,1/4 sprata,,Etažno grejanje,223300,,,Da
Beograd,Grocka opština,Kaluđerica,98,4 sobe,Visoko prizemlje/2 sprata,,Centralno grejanje,106900,,,Da
Beograd,Zemun opština,Zemun,58,2 sobe,2/4 sprata,,Centralno grejanje,109000,,,
Beograd,Vračar,Južni Bulevar,58,2.5 soba,6/10 spratova,,,1,Da,,Da
Beograd,Vračar,Južni Bulevar,71,3 sobe,4/10 spratova,,,1,Da,,Da
Beograd,Vračar,Južni Bulevar,104,4 sobe,4/10 spratova,,,1,Da,,Da
Beograd,Palilula opština,Karaburma,55,2.5 soba,1/5 spratova,,Etažno grejanje,110000,,,Da
Beograd,Zvezdara opština,Konjarnik,60,2.5 soba,Prizemlje/5 spratova,,Podno grejanje,200000,,,Da
Beograd,Novi Beograd,Blok 1 - Fontana,32,1 soba,3/8 spratova,,Centralno grejanje,149000,,,
Beograd,Zvezdara opština,Zvezdara,62,3 sobe,3/4 sprata,,Etažno grejanje,178235,Da,,Da
Beograd,Zvezdara opština,Zvezdara,33,1.5 soba,Visoko prizemlje/4 sprata,,Etažno grejanje,95695,Da,,
Beograd,Zvezdara opština,Zvezdara,79,3 sobe,3/4 sprata,,Etažno grejanje,225940,Da,,Da
Beograd,Čukarica opština,Čukarica,77,2.5 soba,Prizemlje/6 spratova,,Centralno grejanje,158000,Da,,
Beograd,Voždovac opština,Lekino Brdo,58,3 sobe,5/5 spratova,,Centralno grejanje,169000,,,
Beograd,Zemun opština,Zemun,75,3.5 soba,3/7 spratova,,Centralno grejanje,247500,,,Da
Beograd,Novi Beograd,Ledine,65,3.5 soba,1/3 sprata,,Etažno grejanje,107250,,,Da
Beograd,Novi Beograd,Ledine,52,3 sobe,2/3 sprata,,Etažno grejanje,88400,,,Da
Beograd,Novi Beograd,Ledine,40,2 sobe,3/3 sprata,,Etažno grejanje,70000,,,Da
Beograd,Čukarica opština,Čukarica,147,3 sobe,4/5 spratova,,Grejanje na gas,441300,,,Da
Beograd,Zemun opština,Zemun,83,3.5 soba,1/7 spratova,,Centralno grejanje,305000,,,
Beograd,Novi Beograd,Blok 70a,57,2 sobe,2. sprat,,Centralno grejanje,300000,,,Da
Beograd,Zvezdara opština,Olimp,27,Garsonjera,2/4 sprata,,Grejanje na gas,125000,,,
Beograd,Stari Grad opština,Beograd centar,148,4.5 soba,5/7 spratova,,Centralno grejanje,400000,Da,,Da
Beograd,Savski Venac,Beograd na vodi,119,5 soba,2/3 sprata,,Etažno grejanje,332000,Da,,Da
Beograd,Čukarica opština,Čukarica,38,1 soba,Nisko prizemlje/3 sprata,,Centralno grejanje,85000,,,
Beograd,Stari Grad opština,Dorćol,32,1 soba,Prizemlje,,Grejanje na struju,90000,,,
Beograd,Vračar,Krunski Venac,92,3 sobe,2/4 sprata,,Centralno grejanje,345000,Da,,
Beograd,Zvezdara opština,Đeram,157,4 sobe,5/7 spratova,,Centralno grejanje,385000,Da,,Da
Beograd,Novi Beograd,Bežanijska kosa,65,2 sobe,6/7 spratova,,Centralno grejanje,157000,,,Da
Beograd,Vračar,Neimar,75,3 sobe,8/9 spratova,,Centralno grejanje,249000,Da,,
Beograd,Zvezdara opština,Konjarnik,52,2.5 soba,1/6 spratova,,Centralno grejanje,120000,Da,,
Beograd,Grocka opština,Kaluđerica,65,3 sobe,2/3 sprata,,Etažno grejanje,94250,,,Da
Beograd,Grocka opština,Kaluđerica,52,2.5 soba,2/3 sprata,,Etažno grejanje,75400,,,Da
Beograd,Stari Grad opština,Kalemegdan,66,3 sobe,Suteren/5 spratova,,Etažno grejanje,145000,,,Da
Beograd,Voždovac opština,Voždovac,124,4 sobe,2/4 sprata,,Centralno grejanje,350000,,,Da
Beograd,Stari Grad opština,Terazije,130,3 sobe,2/5 spratova,,Centralno grejanje,475000,,,Da
Beograd,Barajevo opština,Barajevo,47,1.5 soba,4/5 spratova,Renovirano,,41000,,,Da
Beograd,Stari Grad opština,Beograd centar,114,4 sobe,2/5 spratova,Renovirano,,410000,Da,,Da
Beograd,Voždovac opština,Trošarina,47,1.5 soba,4/8 spratova,,Centralno grejanje,164500,,,Da
Beograd,Savski Venac,Beograd na vodi,80,3 sobe,4/16 spratova,,Centralno grejanje,368000,Da,,
Beograd,Vračar,Južni Bulevar,112,4 sobe,6/7 spratova,,Centralno grejanje,325000,,,Da
Beograd,Zvezdara opština,Konjarnik,62,2.5 soba,3/5 spratova,,Podno grejanje,162975,,,Da
Beograd,Zvezdara opština,Mirijevo,85,3.5 soba,8/8 spratova,,Centralno grejanje,215000,,,Da
Beograd,Čukarica opština,Čukarica,100,4.5 soba,5/5 spratova,,Centralno grejanje,130000,,,
Beograd,Novi Beograd,Bežanijska kosa,86,3 sobe,1/2 sprata,,Etažno grejanje,182000,,,Da
Beograd,Zemun opština,Zemun,,,,,,150000,,,
Beograd,Novi Beograd,Bežanijska kosa,90,3.5 soba,3/3 sprata,,,225000,,,Da
Beograd,Novi Beograd,Blok 23,66,3 sobe,5/5 spratova,Renovirano,,249900,Da,,
Beograd,Novi Beograd,Bežanijska kosa,,,,Renovirano,,219000,Da,,
Beograd,Novi Beograd,Bežanijski Blokovi,109,4 sobe,6/9 spratova,,,229900,Da,,
Beograd,Novi Beograd,Bežanijska kosa,97,3.5 soba,2/6 spratova,,,250000,Da,,
Beograd,Novi Beograd,Blok 65 - WEST 65,93,3 sobe,8/9 spratova,,,415000,Da,,
Beograd,Savski Venac,Centar,70,3 sobe,1/5 spratova,Renovirano,,265000,,,
Beograd,Novi Beograd,Blok 38,86,3.5 soba,8/9 spratova,,,220000,,,
Beograd,Novi Beograd,Ledine,37,2 sobe,Prizemlje/3 sprata,,Etažno grejanje,64750,,,Da
Beograd,Savski Venac,Beograd na vodi,141,3 sobe,Prizemlje/13 spratova,,Centralno grejanje,594000,,,Da
Beograd,Zemun opština,Zemun,52,2 sobe,1/2 sprata,,Etažno grejanje,81000,,,Da
Beograd,Savski Venac,Beograd na vodi,109,4 sobe,14/17 spratova,,Centralno grejanje,750000,Da,,Da
Beograd,Zemun opština,Zemun,53,2 sobe,3/10 spratova,,Centralno grejanje,159000,Da,,
Beograd,Čukarica opština,Čukarica,112,4 sobe,3/5 spratova,,Grejanje na gas,315168,,,Da
Beograd,Palilula opština,Botanička Bašta,61,2 sobe,Nisko prizemlje/2 sprata,,Grejanje na struju,160000,,,
Beograd,Palilula opština,Karaburma,52,2.5 soba,7/7 spratova,,Etažno grejanje,124000,,,
